type	latitude	longitude	altitude (m)	name
T	-15.676394044	-72.009263535	4318.1	
T	-15.676394044	-72.005226828	4330.9	
T	-15.676394044	-72.001190121	4372.0	
T	-15.676394044	-71.997153413	4407.9	
T	-15.676394044	-71.993116706	4397.3	
T	-15.676394044	-71.989079998	4447.1	
T	-15.676394044	-71.985043291	4528.1	
T	-15.676394044	-71.981006584	4599.8	
T	-15.676394044	-71.976969876	4724.7	
T	-15.676394044	-71.972933169	4841.6	
T	-15.676394044	-71.968896461	4887.1	
T	-15.676394044	-71.964859754	4771.1	
T	-15.676394044	-71.960823046	4585.6	
T	-15.676394044	-71.956786339	4468.9	
T	-15.676394044	-71.952749632	4207.8	
T	-15.676394044	-71.948712924	3994.4	
T	-15.676394044	-71.944676217	3939.8	
T	-15.676394044	-71.940639509	4080.8	
T	-15.676394044	-71.936602802	4221.0	
T	-15.673059518	-72.332200129	3550.2	
T	-15.673059518	-72.328163421	3538.1	
T	-15.673059518	-72.324126714	3450.4	
T	-15.673059518	-72.320090006	3137.4	
T	-15.673059518	-72.316053299	2962.5	
T	-15.673059518	-72.312016592	2750.0	
T	-15.673059518	-72.307979884	2431.8	
T	-15.673059518	-72.303943177	2322.2	
T	-15.673059518	-72.299906469	2229.7	
T	-15.673059518	-72.295869762	2211.5	
T	-15.673059518	-72.291833054	2162.1	
T	-15.673059518	-72.287796347	2183.5	
T	-15.673059518	-72.283759640	2207.1	
T	-15.673059518	-72.279722932	2275.4	
T	-15.673059518	-72.275686225	2366.5	
T	-15.673059518	-72.271649517	2147.0	
T	-15.673059518	-72.267612810	1956.7	
T	-15.673059518	-72.263576103	1935.0	
T	-15.673059518	-72.259539395	1942.8	
T	-15.673059518	-72.255502688	1917.9	
T	-15.673059518	-72.251465980	1881.3	
T	-15.673059518	-72.247429273	1741.2	
T	-15.673059518	-72.243392565	1786.3	
T	-15.673059518	-72.239355858	1785.3	
T	-15.673059518	-72.235319151	1918.6	
T	-15.673059518	-72.231282443	2220.3	
T	-15.673059518	-72.227245736	2413.2	
T	-15.673059518	-72.223209028	2160.8	
T	-15.673059518	-72.219172321	2066.9	
T	-15.673059518	-72.215135614	1981.6	
T	-15.673059518	-72.211098906	1883.7	
T	-15.673059518	-72.207062199	1741.7	
T	-15.673059518	-72.203025491	1648.0	
T	-15.673059518	-72.198988784	1578.1	
T	-15.673059518	-72.194952077	1464.2	
T	-15.673059518	-72.190915369	1543.1	
T	-15.673059518	-72.186878662	1820.4	
T	-15.673059518	-72.182841954	2148.3	
T	-15.673059518	-72.178805247	2230.2	
T	-15.673059518	-72.174768539	2395.1	
T	-15.673059518	-72.170731832	2487.9	
T	-15.673059518	-72.166695125	2558.3	
T	-15.673059518	-72.162658417	2732.1	
T	-15.673059518	-72.158621710	2944.8	
T	-15.673059518	-72.154585002	3064.7	
T	-15.673059518	-72.150548295	3126.5	
T	-15.673059518	-72.146511588	3131.1	
T	-15.673059518	-72.142474880	3161.8	
T	-15.673059518	-72.138438173	3184.3	
T	-15.673059518	-72.134401465	3197.9	
T	-15.673059518	-72.130364758	3317.3	
T	-15.673059518	-72.126328050	3361.8	
T	-15.673059518	-72.122291343	3438.1	
T	-15.673059518	-72.118254636	3626.4	
T	-15.673059518	-72.114217928	3526.7	
T	-15.673059518	-72.110181221	3532.7	
T	-15.673059518	-72.106144513	3678.2	
T	-15.673059518	-72.102107806	3627.3	
T	-15.673059518	-72.098071099	3806.7	
T	-15.673059518	-72.094034391	3892.8	
T	-15.673059518	-72.089997684	4033.9	
T	-15.673059518	-72.085960976	4127.8	
T	-15.673059518	-72.081924269	4045.1	
T	-15.673059518	-72.077887561	3998.0	
T	-15.673059518	-72.073850854	3993.6	
T	-15.673059518	-72.069814147	3996.7	
T	-15.673059518	-72.065777439	4028.7	
T	-15.673059518	-72.061740732	4016.6	
T	-15.673059518	-72.057704024	4010.4	
T	-15.673059518	-72.053667317	4000.2	
T	-15.673059518	-72.049630610	3959.6	
T	-15.673059518	-72.045593902	3972.2	
T	-15.673059518	-72.041557195	4004.9	
T	-15.673059518	-72.037520487	4027.4	
T	-15.673059518	-72.033483780	4061.1	
T	-15.673059518	-72.029447073	4061.7	
T	-15.673059518	-72.025410365	4093.7	
T	-15.673059518	-72.021373658	4139.6	
T	-15.673059518	-72.017336950	4203.2	
T	-15.673059518	-72.013300243	4259.2	
T	-15.673059518	-72.009263535	4307.9	
T	-15.673059518	-72.005226828	4343.6	
T	-15.673059518	-72.001190121	4394.0	
T	-15.673059518	-71.997153413	4389.7	
T	-15.673059518	-71.993116706	4369.2	
T	-15.673059518	-71.989079998	4389.0	
T	-15.673059518	-71.985043291	4469.6	
T	-15.673059518	-71.981006584	4574.3	
T	-15.673059518	-71.976969876	4719.1	
T	-15.673059518	-71.972933169	4788.2	
T	-15.673059518	-71.968896461	4819.0	
T	-15.673059518	-71.964859754	4704.0	
T	-15.673059518	-71.960823046	4534.7	
T	-15.673059518	-71.956786339	4255.9	
T	-15.673059518	-71.952749632	4120.7	
T	-15.673059518	-71.948712924	3931.3	
T	-15.673059518	-71.944676217	3892.9	
T	-15.673059518	-71.940639509	4136.4	
T	-15.673059518	-71.936602802	4242.6	
T	-15.669724991	-72.332200129	3366.7	
T	-15.669724991	-72.328163421	3259.1	
T	-15.669724991	-72.324126714	3387.3	
T	-15.669724991	-72.320090006	3346.0	
T	-15.669724991	-72.316053299	3130.5	
T	-15.669724991	-72.312016592	2721.2	
T	-15.669724991	-72.307979884	2431.4	
T	-15.669724991	-72.303943177	2294.6	
T	-15.669724991	-72.299906469	2261.3	
T	-15.669724991	-72.295869762	2224.3	
T	-15.669724991	-72.291833054	2254.3	
T	-15.669724991	-72.287796347	2303.9	
T	-15.669724991	-72.283759640	2452.2	
T	-15.669724991	-72.279722932	2532.9	
T	-15.669724991	-72.275686225	2526.2	
T	-15.669724991	-72.271649517	2258.6	
T	-15.669724991	-72.267612810	2022.9	
T	-15.669724991	-72.263576103	1958.7	
T	-15.669724991	-72.259539395	1974.4	
T	-15.669724991	-72.255502688	1934.7	
T	-15.669724991	-72.251465980	1828.7	
T	-15.669724991	-72.247429273	1840.4	
T	-15.669724991	-72.243392565	1849.4	
T	-15.669724991	-72.239355858	1873.9	
T	-15.669724991	-72.235319151	2008.8	
T	-15.669724991	-72.231282443	2215.7	
T	-15.669724991	-72.227245736	2547.5	
T	-15.669724991	-72.223209028	2325.9	
T	-15.669724991	-72.219172321	2199.4	
T	-15.669724991	-72.215135614	2075.5	
T	-15.669724991	-72.211098906	1956.6	
T	-15.669724991	-72.207062199	1913.5	
T	-15.669724991	-72.203025491	1772.4	
T	-15.669724991	-72.198988784	1823.0	
T	-15.669724991	-72.194952077	1713.6	
T	-15.669724991	-72.190915369	1595.1	
T	-15.669724991	-72.186878662	1564.8	
T	-15.669724991	-72.182841954	1781.1	
T	-15.669724991	-72.178805247	1950.2	
T	-15.669724991	-72.174768539	2243.3	
T	-15.669724991	-72.170731832	2274.6	
T	-15.669724991	-72.166695125	2355.0	
T	-15.669724991	-72.162658417	2581.2	
T	-15.669724991	-72.158621710	2651.0	
T	-15.669724991	-72.154585002	2824.1	
T	-15.669724991	-72.150548295	3070.9	
T	-15.669724991	-72.146511588	3169.4	
T	-15.669724991	-72.142474880	3184.5	
T	-15.669724991	-72.138438173	3216.4	
T	-15.669724991	-72.134401465	3249.4	
T	-15.669724991	-72.130364758	3287.5	
T	-15.669724991	-72.126328050	3320.1	
T	-15.669724991	-72.122291343	3385.5	
T	-15.669724991	-72.118254636	3543.8	
T	-15.669724991	-72.114217928	3469.6	
T	-15.669724991	-72.110181221	3478.3	
T	-15.669724991	-72.106144513	3575.7	
T	-15.669724991	-72.102107806	3602.3	
T	-15.669724991	-72.098071099	3668.0	
T	-15.669724991	-72.094034391	3809.4	
T	-15.669724991	-72.089997684	4018.1	
T	-15.669724991	-72.085960976	4184.2	
T	-15.669724991	-72.081924269	4033.0	
T	-15.669724991	-72.077887561	4012.3	
T	-15.669724991	-72.073850854	4066.6	
T	-15.669724991	-72.069814147	4063.1	
T	-15.669724991	-72.065777439	3994.9	
T	-15.669724991	-72.061740732	3980.5	
T	-15.669724991	-72.057704024	3989.4	
T	-15.669724991	-72.053667317	3954.0	
T	-15.669724991	-72.049630610	3922.7	
T	-15.669724991	-72.045593902	3967.6	
T	-15.669724991	-72.041557195	3985.9	
T	-15.669724991	-72.037520487	3992.6	
T	-15.669724991	-72.033483780	4003.0	
T	-15.669724991	-72.029447073	3986.5	
T	-15.669724991	-72.025410365	4055.2	
T	-15.669724991	-72.021373658	4089.3	
T	-15.669724991	-72.017336950	4174.0	
T	-15.669724991	-72.013300243	4226.6	
T	-15.669724991	-72.009263535	4282.0	
T	-15.669724991	-72.005226828	4339.8	
T	-15.669724991	-72.001190121	4355.5	
T	-15.669724991	-71.997153413	4338.1	
T	-15.669724991	-71.993116706	4338.4	
T	-15.669724991	-71.989079998	4411.5	
T	-15.669724991	-71.985043291	4509.8	
T	-15.669724991	-71.981006584	4573.4	
T	-15.669724991	-71.976969876	4673.1	
T	-15.669724991	-71.972933169	4753.5	
T	-15.669724991	-71.968896461	4699.5	
T	-15.669724991	-71.964859754	4635.3	
T	-15.669724991	-71.960823046	4483.7	
T	-15.669724991	-71.956786339	4224.1	
T	-15.669724991	-71.952749632	3984.7	
T	-15.669724991	-71.948712924	3886.2	
T	-15.669724991	-71.944676217	3903.9	
T	-15.669724991	-71.940639509	4128.1	
T	-15.669724991	-71.936602802	4216.7	
T	-15.666390465	-72.332200129	3279.9	
T	-15.666390465	-72.328163421	2888.4	
T	-15.666390465	-72.324126714	3046.2	
T	-15.666390465	-72.320090006	2950.0	
T	-15.666390465	-72.316053299	2960.5	
T	-15.666390465	-72.312016592	2637.4	
T	-15.666390465	-72.307979884	2329.2	
T	-15.666390465	-72.303943177	2315.5	
T	-15.666390465	-72.299906469	2263.7	
T	-15.666390465	-72.295869762	2347.2	
T	-15.666390465	-72.291833054	2436.6	
T	-15.666390465	-72.287796347	2509.9	
T	-15.666390465	-72.283759640	2633.7	
T	-15.666390465	-72.279722932	2791.9	
T	-15.666390465	-72.275686225	2631.8	
T	-15.666390465	-72.271649517	2367.1	
T	-15.666390465	-72.267612810	2077.3	
T	-15.666390465	-72.263576103	1973.6	
T	-15.666390465	-72.259539395	1988.2	
T	-15.666390465	-72.255502688	1963.2	
T	-15.666390465	-72.251465980	1856.2	
T	-15.666390465	-72.247429273	1894.0	
T	-15.666390465	-72.243392565	1894.5	
T	-15.666390465	-72.239355858	1981.5	
T	-15.666390465	-72.235319151	2114.6	
T	-15.666390465	-72.231282443	2354.2	
T	-15.666390465	-72.227245736	2645.7	
T	-15.666390465	-72.223209028	2504.9	
T	-15.666390465	-72.219172321	2383.1	
T	-15.666390465	-72.215135614	2242.0	
T	-15.666390465	-72.211098906	2140.4	
T	-15.666390465	-72.207062199	2081.4	
T	-15.666390465	-72.203025491	1979.2	
T	-15.666390465	-72.198988784	1990.6	
T	-15.666390465	-72.194952077	2051.3	
T	-15.666390465	-72.190915369	1862.8	
T	-15.666390465	-72.186878662	1686.2	
T	-15.666390465	-72.182841954	1616.3	
T	-15.666390465	-72.178805247	1663.9	
T	-15.666390465	-72.174768539	1981.8	
T	-15.666390465	-72.170731832	1947.2	
T	-15.666390465	-72.166695125	2188.6	
T	-15.666390465	-72.162658417	2368.4	
T	-15.666390465	-72.158621710	2420.6	
T	-15.666390465	-72.154585002	2645.9	
T	-15.666390465	-72.150548295	2890.3	
T	-15.666390465	-72.146511588	3163.9	
T	-15.666390465	-72.142474880	3178.2	
T	-15.666390465	-72.138438173	3079.0	
T	-15.666390465	-72.134401465	3149.1	
T	-15.666390465	-72.130364758	3295.4	
T	-15.666390465	-72.126328050	3338.3	
T	-15.666390465	-72.122291343	3352.5	
T	-15.666390465	-72.118254636	3424.3	
T	-15.666390465	-72.114217928	3467.9	
T	-15.666390465	-72.110181221	3482.6	
T	-15.666390465	-72.106144513	3582.4	
T	-15.666390465	-72.102107806	3596.9	
T	-15.666390465	-72.098071099	3691.2	
T	-15.666390465	-72.094034391	3812.4	
T	-15.666390465	-72.089997684	4000.5	
T	-15.666390465	-72.085960976	4160.7	
T	-15.666390465	-72.081924269	4076.8	
T	-15.666390465	-72.077887561	4017.7	
T	-15.666390465	-72.073850854	4025.5	
T	-15.666390465	-72.069814147	4057.3	
T	-15.666390465	-72.065777439	4035.0	
T	-15.666390465	-72.061740732	4035.1	
T	-15.666390465	-72.057704024	4002.7	
T	-15.666390465	-72.053667317	3972.1	
T	-15.666390465	-72.049630610	3911.7	
T	-15.666390465	-72.045593902	3953.6	
T	-15.666390465	-72.041557195	3965.1	
T	-15.666390465	-72.037520487	3977.3	
T	-15.666390465	-72.033483780	3976.0	
T	-15.666390465	-72.029447073	3952.0	
T	-15.666390465	-72.025410365	3997.0	
T	-15.666390465	-72.021373658	4065.0	
T	-15.666390465	-72.017336950	4145.6	
T	-15.666390465	-72.013300243	4224.2	
T	-15.666390465	-72.009263535	4274.2	
T	-15.666390465	-72.005226828	4317.4	
T	-15.666390465	-72.001190121	4302.7	
T	-15.666390465	-71.997153413	4327.1	
T	-15.666390465	-71.993116706	4321.8	
T	-15.666390465	-71.989079998	4422.5	
T	-15.666390465	-71.985043291	4469.9	
T	-15.666390465	-71.981006584	4522.4	
T	-15.666390465	-71.976969876	4648.6	
T	-15.666390465	-71.972933169	4680.1	
T	-15.666390465	-71.968896461	4566.6	
T	-15.666390465	-71.964859754	4552.9	
T	-15.666390465	-71.960823046	4456.9	
T	-15.666390465	-71.956786339	4183.8	
T	-15.666390465	-71.952749632	3938.6	
T	-15.666390465	-71.948712924	3836.3	
T	-15.666390465	-71.944676217	3890.1	
T	-15.666390465	-71.940639509	4098.4	
T	-15.666390465	-71.936602802	4171.5	
T	-15.663055938	-72.332200129	3226.7	
T	-15.663055938	-72.328163421	2833.9	
T	-15.663055938	-72.324126714	2705.6	
T	-15.663055938	-72.320090006	2691.2	
T	-15.663055938	-72.316053299	2637.4	
T	-15.663055938	-72.312016592	2438.1	
T	-15.663055938	-72.307979884	2376.2	
T	-15.663055938	-72.303943177	2350.0	
T	-15.663055938	-72.299906469	2406.4	
T	-15.663055938	-72.295869762	2558.5	
T	-15.663055938	-72.291833054	2678.2	
T	-15.663055938	-72.287796347	2781.8	
T	-15.663055938	-72.283759640	2852.3	
T	-15.663055938	-72.279722932	3009.1	
T	-15.663055938	-72.275686225	2787.2	
T	-15.663055938	-72.271649517	2460.5	
T	-15.663055938	-72.267612810	2146.8	
T	-15.663055938	-72.263576103	2000.7	
T	-15.663055938	-72.259539395	2006.4	
T	-15.663055938	-72.255502688	1987.7	
T	-15.663055938	-72.251465980	1906.5	
T	-15.663055938	-72.247429273	1930.8	
T	-15.663055938	-72.243392565	1971.4	
T	-15.663055938	-72.239355858	2078.8	
T	-15.663055938	-72.235319151	2283.9	
T	-15.663055938	-72.231282443	2615.0	
T	-15.663055938	-72.227245736	2876.1	
T	-15.663055938	-72.223209028	2691.9	
T	-15.663055938	-72.219172321	2576.1	
T	-15.663055938	-72.215135614	2432.6	
T	-15.663055938	-72.211098906	2295.1	
T	-15.663055938	-72.207062199	2133.7	
T	-15.663055938	-72.203025491	2132.0	
T	-15.663055938	-72.198988784	2146.4	
T	-15.663055938	-72.194952077	2244.5	
T	-15.663055938	-72.190915369	2182.5	
T	-15.663055938	-72.186878662	2016.5	
T	-15.663055938	-72.182841954	1982.9	
T	-15.663055938	-72.178805247	1839.8	
T	-15.663055938	-72.174768539	1645.4	
T	-15.663055938	-72.170731832	1684.4	
T	-15.663055938	-72.166695125	1895.8	
T	-15.663055938	-72.162658417	2050.7	
T	-15.663055938	-72.158621710	2172.9	
T	-15.663055938	-72.154585002	2442.1	
T	-15.663055938	-72.150548295	2657.4	
T	-15.663055938	-72.146511588	2895.8	
T	-15.663055938	-72.142474880	2931.1	
T	-15.663055938	-72.138438173	2955.6	
T	-15.663055938	-72.134401465	3073.7	
T	-15.663055938	-72.130364758	3286.1	
T	-15.663055938	-72.126328050	3322.6	
T	-15.663055938	-72.122291343	3388.3	
T	-15.663055938	-72.118254636	3428.2	
T	-15.663055938	-72.114217928	3481.4	
T	-15.663055938	-72.110181221	3502.8	
T	-15.663055938	-72.106144513	3533.2	
T	-15.663055938	-72.102107806	3557.9	
T	-15.663055938	-72.098071099	3631.7	
T	-15.663055938	-72.094034391	3765.8	
T	-15.663055938	-72.089997684	4020.2	
T	-15.663055938	-72.085960976	4124.4	
T	-15.663055938	-72.081924269	4016.9	
T	-15.663055938	-72.077887561	3946.2	
T	-15.663055938	-72.073850854	3976.3	
T	-15.663055938	-72.069814147	4029.1	
T	-15.663055938	-72.065777439	4029.7	
T	-15.663055938	-72.061740732	4035.0	
T	-15.663055938	-72.057704024	4028.3	
T	-15.663055938	-72.053667317	4022.0	
T	-15.663055938	-72.049630610	3946.1	
T	-15.663055938	-72.045593902	3942.7	
T	-15.663055938	-72.041557195	3949.8	
T	-15.663055938	-72.037520487	3968.6	
T	-15.663055938	-72.033483780	3948.6	
T	-15.663055938	-72.029447073	3925.1	
T	-15.663055938	-72.025410365	3958.3	
T	-15.663055938	-72.021373658	4042.9	
T	-15.663055938	-72.017336950	4158.4	
T	-15.663055938	-72.013300243	4230.7	
T	-15.663055938	-72.009263535	4280.4	
T	-15.663055938	-72.005226828	4279.1	
T	-15.663055938	-72.001190121	4261.7	
T	-15.663055938	-71.997153413	4280.9	
T	-15.663055938	-71.993116706	4315.0	
T	-15.663055938	-71.989079998	4375.3	
T	-15.663055938	-71.985043291	4404.4	
T	-15.663055938	-71.981006584	4473.9	
T	-15.663055938	-71.976969876	4604.5	
T	-15.663055938	-71.972933169	4579.8	
T	-15.663055938	-71.968896461	4473.5	
T	-15.663055938	-71.964859754	4511.2	
T	-15.663055938	-71.960823046	4360.8	
T	-15.663055938	-71.956786339	4163.4	
T	-15.663055938	-71.952749632	3911.5	
T	-15.663055938	-71.948712924	3781.2	
T	-15.663055938	-71.944676217	3904.3	
T	-15.663055938	-71.940639509	4036.9	
T	-15.663055938	-71.936602802	4097.8	
T	-15.659721412	-72.332200129	2968.9	
T	-15.659721412	-72.328163421	2674.2	
T	-15.659721412	-72.324126714	2568.4	
T	-15.659721412	-72.320090006	2502.6	
T	-15.659721412	-72.316053299	2466.4	
T	-15.659721412	-72.312016592	2429.4	
T	-15.659721412	-72.307979884	2401.2	
T	-15.659721412	-72.303943177	2365.7	
T	-15.659721412	-72.299906469	2471.2	
T	-15.659721412	-72.295869762	2705.7	
T	-15.659721412	-72.291833054	2866.4	
T	-15.659721412	-72.287796347	2974.8	
T	-15.659721412	-72.283759640	3065.9	
T	-15.659721412	-72.279722932	3062.4	
T	-15.659721412	-72.275686225	2758.9	
T	-15.659721412	-72.271649517	2425.7	
T	-15.659721412	-72.267612810	2175.1	
T	-15.659721412	-72.263576103	2034.4	
T	-15.659721412	-72.259539395	2041.7	
T	-15.659721412	-72.255502688	2024.6	
T	-15.659721412	-72.251465980	1936.0	
T	-15.659721412	-72.247429273	2004.8	
T	-15.659721412	-72.243392565	2090.5	
T	-15.659721412	-72.239355858	2209.0	
T	-15.659721412	-72.235319151	2452.0	
T	-15.659721412	-72.231282443	2708.1	
T	-15.659721412	-72.227245736	3057.2	
T	-15.659721412	-72.223209028	2949.4	
T	-15.659721412	-72.219172321	2766.6	
T	-15.659721412	-72.215135614	2556.9	
T	-15.659721412	-72.211098906	2452.8	
T	-15.659721412	-72.207062199	2235.2	
T	-15.659721412	-72.203025491	2259.7	
T	-15.659721412	-72.198988784	2326.2	
T	-15.659721412	-72.194952077	2438.2	
T	-15.659721412	-72.190915369	2480.1	
T	-15.659721412	-72.186878662	2327.1	
T	-15.659721412	-72.182841954	2375.1	
T	-15.659721412	-72.178805247	2080.5	
T	-15.659721412	-72.174768539	1855.2	
T	-15.659721412	-72.170731832	1848.3	
T	-15.659721412	-72.166695125	1759.2	
T	-15.659721412	-72.162658417	1755.2	
T	-15.659721412	-72.158621710	1959.5	
T	-15.659721412	-72.154585002	2200.9	
T	-15.659721412	-72.150548295	2366.1	
T	-15.659721412	-72.146511588	2524.4	
T	-15.659721412	-72.142474880	2774.9	
T	-15.659721412	-72.138438173	2901.5	
T	-15.659721412	-72.134401465	3049.8	
T	-15.659721412	-72.130364758	3319.4	
T	-15.659721412	-72.126328050	3343.5	
T	-15.659721412	-72.122291343	3381.3	
T	-15.659721412	-72.118254636	3407.5	
T	-15.659721412	-72.114217928	3475.2	
T	-15.659721412	-72.110181221	3475.7	
T	-15.659721412	-72.106144513	3500.8	
T	-15.659721412	-72.102107806	3541.8	
T	-15.659721412	-72.098071099	3702.3	
T	-15.659721412	-72.094034391	3829.9	
T	-15.659721412	-72.089997684	3991.1	
T	-15.659721412	-72.085960976	4030.8	
T	-15.659721412	-72.081924269	3909.6	
T	-15.659721412	-72.077887561	3913.4	
T	-15.659721412	-72.073850854	3973.3	
T	-15.659721412	-72.069814147	3986.4	
T	-15.659721412	-72.065777439	4031.9	
T	-15.659721412	-72.061740732	4027.9	
T	-15.659721412	-72.057704024	3989.1	
T	-15.659721412	-72.053667317	3977.7	
T	-15.659721412	-72.049630610	3935.6	
T	-15.659721412	-72.045593902	3899.5	
T	-15.659721412	-72.041557195	3927.0	
T	-15.659721412	-72.037520487	3972.1	
T	-15.659721412	-72.033483780	3959.6	
T	-15.659721412	-72.029447073	3923.8	
T	-15.659721412	-72.025410365	3993.0	
T	-15.659721412	-72.021373658	4035.3	
T	-15.659721412	-72.017336950	4122.1	
T	-15.659721412	-72.013300243	4195.2	
T	-15.659721412	-72.009263535	4235.9	
T	-15.659721412	-72.005226828	4235.9	
T	-15.659721412	-72.001190121	4251.3	
T	-15.659721412	-71.997153413	4236.9	
T	-15.659721412	-71.993116706	4293.9	
T	-15.659721412	-71.989079998	4340.5	
T	-15.659721412	-71.985043291	4383.1	
T	-15.659721412	-71.981006584	4470.4	
T	-15.659721412	-71.976969876	4524.3	
T	-15.659721412	-71.972933169	4394.4	
T	-15.659721412	-71.968896461	4350.0	
T	-15.659721412	-71.964859754	4395.2	
T	-15.659721412	-71.960823046	4165.1	
T	-15.659721412	-71.956786339	3981.8	
T	-15.659721412	-71.952749632	3815.1	
T	-15.659721412	-71.948712924	3768.0	
T	-15.659721412	-71.944676217	3909.3	
T	-15.659721412	-71.940639509	3989.0	
T	-15.659721412	-71.936602802	4029.6	
T	-15.656386885	-72.332200129	2720.3	
T	-15.656386885	-72.328163421	2744.1	
T	-15.656386885	-72.324126714	2720.7	
T	-15.656386885	-72.320090006	2696.6	
T	-15.656386885	-72.316053299	2652.8	
T	-15.656386885	-72.312016592	2462.0	
T	-15.656386885	-72.307979884	2434.1	
T	-15.656386885	-72.303943177	2432.6	
T	-15.656386885	-72.299906469	2621.9	
T	-15.656386885	-72.295869762	2819.4	
T	-15.656386885	-72.291833054	3036.7	
T	-15.656386885	-72.287796347	3157.0	
T	-15.656386885	-72.283759640	3231.0	
T	-15.656386885	-72.279722932	3074.0	
T	-15.656386885	-72.275686225	2778.6	
T	-15.656386885	-72.271649517	2443.3	
T	-15.656386885	-72.267612810	2194.7	
T	-15.656386885	-72.263576103	2075.1	
T	-15.656386885	-72.259539395	2068.8	
T	-15.656386885	-72.255502688	2081.5	
T	-15.656386885	-72.251465980	2054.8	
T	-15.656386885	-72.247429273	2082.8	
T	-15.656386885	-72.243392565	2170.5	
T	-15.656386885	-72.239355858	2419.6	
T	-15.656386885	-72.235319151	2621.3	
T	-15.656386885	-72.231282443	2912.2	
T	-15.656386885	-72.227245736	3209.1	
T	-15.656386885	-72.223209028	3139.4	
T	-15.656386885	-72.219172321	2908.5	
T	-15.656386885	-72.215135614	2751.2	
T	-15.656386885	-72.211098906	2546.8	
T	-15.656386885	-72.207062199	2416.5	
T	-15.656386885	-72.203025491	2446.8	
T	-15.656386885	-72.198988784	2489.2	
T	-15.656386885	-72.194952077	2614.8	
T	-15.656386885	-72.190915369	2568.1	
T	-15.656386885	-72.186878662	2607.9	
T	-15.656386885	-72.182841954	2601.1	
T	-15.656386885	-72.178805247	2358.8	
T	-15.656386885	-72.174768539	2276.1	
T	-15.656386885	-72.170731832	2027.7	
T	-15.656386885	-72.166695125	1996.3	
T	-15.656386885	-72.162658417	1738.1	
T	-15.656386885	-72.158621710	1757.1	
T	-15.656386885	-72.154585002	1933.1	
T	-15.656386885	-72.150548295	2168.8	
T	-15.656386885	-72.146511588	2457.9	
T	-15.656386885	-72.142474880	2679.2	
T	-15.656386885	-72.138438173	2867.9	
T	-15.656386885	-72.134401465	3145.1	
T	-15.656386885	-72.130364758	3319.8	
T	-15.656386885	-72.126328050	3342.6	
T	-15.656386885	-72.122291343	3379.2	
T	-15.656386885	-72.118254636	3407.1	
T	-15.656386885	-72.114217928	3445.7	
T	-15.656386885	-72.110181221	3460.0	
T	-15.656386885	-72.106144513	3475.0	
T	-15.656386885	-72.102107806	3600.1	
T	-15.656386885	-72.098071099	3769.6	
T	-15.656386885	-72.094034391	3696.3	
T	-15.656386885	-72.089997684	3809.3	
T	-15.656386885	-72.085960976	3873.8	
T	-15.656386885	-72.081924269	3869.6	
T	-15.656386885	-72.077887561	3910.2	
T	-15.656386885	-72.073850854	3914.6	
T	-15.656386885	-72.069814147	3973.7	
T	-15.656386885	-72.065777439	4005.4	
T	-15.656386885	-72.061740732	3985.1	
T	-15.656386885	-72.057704024	3944.6	
T	-15.656386885	-72.053667317	3953.3	
T	-15.656386885	-72.049630610	3902.6	
T	-15.656386885	-72.045593902	3856.0	
T	-15.656386885	-72.041557195	3881.6	
T	-15.656386885	-72.037520487	3903.0	
T	-15.656386885	-72.033483780	3927.7	
T	-15.656386885	-72.029447073	3926.7	
T	-15.656386885	-72.025410365	3974.7	
T	-15.656386885	-72.021373658	4031.8	
T	-15.656386885	-72.017336950	4101.9	
T	-15.656386885	-72.013300243	4189.0	
T	-15.656386885	-72.009263535	4227.5	
T	-15.656386885	-72.005226828	4219.8	
T	-15.656386885	-72.001190121	4235.2	
T	-15.656386885	-71.997153413	4174.1	
T	-15.656386885	-71.993116706	4246.7	
T	-15.656386885	-71.989079998	4315.3	
T	-15.656386885	-71.985043291	4295.5	
T	-15.656386885	-71.981006584	4346.7	
T	-15.656386885	-71.976969876	4277.2	
T	-15.656386885	-71.972933169	4194.6	
T	-15.656386885	-71.968896461	4286.4	
T	-15.656386885	-71.964859754	4238.4	
T	-15.656386885	-71.960823046	4008.7	
T	-15.656386885	-71.956786339	3785.6	
T	-15.656386885	-71.952749632	3688.0	
T	-15.656386885	-71.948712924	3771.4	
T	-15.656386885	-71.944676217	3868.8	
T	-15.656386885	-71.940639509	3937.6	
T	-15.656386885	-71.936602802	4038.7	
T	-15.653052359	-72.332200129	2851.6	
T	-15.653052359	-72.328163421	2987.3	
T	-15.653052359	-72.324126714	3009.1	
T	-15.653052359	-72.320090006	3000.0	
T	-15.653052359	-72.316053299	2837.8	
T	-15.653052359	-72.312016592	2536.6	
T	-15.653052359	-72.307979884	2470.9	
T	-15.653052359	-72.303943177	2523.6	
T	-15.653052359	-72.299906469	2684.8	
T	-15.653052359	-72.295869762	2890.6	
T	-15.653052359	-72.291833054	3116.7	
T	-15.653052359	-72.287796347	3333.5	
T	-15.653052359	-72.283759640	3275.3	
T	-15.653052359	-72.279722932	3067.9	
T	-15.653052359	-72.275686225	2785.6	
T	-15.653052359	-72.271649517	2458.0	
T	-15.653052359	-72.267612810	2194.1	
T	-15.653052359	-72.263576103	2109.1	
T	-15.653052359	-72.259539395	2111.9	
T	-15.653052359	-72.255502688	2109.2	
T	-15.653052359	-72.251465980	2123.2	
T	-15.653052359	-72.247429273	2133.9	
